,0,1,2,3,4,5
30844,1103601,WGL HOLDINGS INC,10-Q,2018-02-08,edgar/data/1103601/0001103601-18-000007.txt,edgar/data/1103601/0001103601-18-000007-index.html
31070,1104280,SANGUI BIOTECH INTERNATIONAL INC,10-Q,2018-02-13,edgar/data/1104280/0001551163-18-000013.txt,edgar/data/1104280/0001551163-18-000013-index.html
31493,110621,RPM INTERNATIONAL INC/DE/,10-Q,2018-01-04,edgar/data/110621/0001564590-18-000087.txt,edgar/data/110621/0001564590-18-000087-index.html
32522,1110647,"OCLARO, INC.",10-Q,2018-02-08,edgar/data/1110647/0001628280-18-001303.txt,edgar/data/1110647/0001628280-18-001303-index.html
32600,1110783,MONSANTO CO /NEW/,10-Q,2018-01-05,edgar/data/1110783/0001110783-18-000009.txt,edgar/data/1110783/0001110783-18-000009-index.html
33026,1113256,MERITOR INC,10-Q,2018-02-01,edgar/data/1113256/0001113256-18-000014.txt,edgar/data/1113256/0001113256-18-000014-index.html
35389,1114925,LANTRONIX INC,10-Q,2018-01-26,edgar/data/1114925/0001683168-18-000229.txt,edgar/data/1114925/0001683168-18-000229-index.html
35642,1116132,"TAPESTRY, INC.",10-Q,2018-02-07,edgar/data/1116132/0001116132-18-000008.txt,edgar/data/1116132/0001116132-18-000008-index.html
35824,1117297,"QUINSTREET, INC",10-Q,2018-02-05,edgar/data/1117297/0001564590-18-001315.txt,edgar/data/1117297/0001564590-18-001315-index.html
35940,1118417,"MODEL N, INC.",10-Q,2018-02-07,edgar/data/1118417/0001564590-18-001442.txt,edgar/data/1118417/0001564590-18-001442-index.html
36118,1119807,TRAILBLAZER RESOURCES INC.,10-Q,2018-01-26,edgar/data/1119807/0001214659-18-000661.txt,edgar/data/1119807/0001214659-18-000661-index.html
36119,1119807,TRAILBLAZER RESOURCES INC.,10-Q,2018-02-15,edgar/data/1119807/0001214659-18-001313.txt,edgar/data/1119807/0001214659-18-001313-index.html
36888,1123316,"Crystal Rock Holdings, Inc.",10-Q,2018-03-16,edgar/data/1123316/0001171843-18-002022.txt,edgar/data/1123316/0001171843-18-002022-index.html
37320,1124941,BEACON ROOFING SUPPLY INC,10-Q,2018-02-09,edgar/data/1124941/0001564590-18-001761.txt,edgar/data/1124941/0001564590-18-001761-index.html
37367,1125259,CARNIVAL PLC,10-Q,2018-03-22,edgar/data/1125259/0000815097-18-000018.txt,edgar/data/1125259/0000815097-18-000018-index.html
37559,1126115,"LZG INTERNATIONAL, INC.",10-Q,2018-01-11,edgar/data/1126115/0001607062-18-000014.txt,edgar/data/1126115/0001607062-18-000014-index.html
37695,1126741,GSI TECHNOLOGY INC,10-Q,2018-02-02,edgar/data/1126741/0001558370-18-000371.txt,edgar/data/1126741/0001558370-18-000371-index.html
37730,1126956,SPIRE INC,10-Q,2018-02-01,edgar/data/1126956/0001126956-18-000021.txt,edgar/data/1126956/0001126956-18-000021-index.html
37967,1128383,NEVADA CLASSIC THOROUGHBREDS INC,10-Q,2018-02-20,edgar/data/1128383/0001128383-18-000004.txt,edgar/data/1128383/0001128383-18-000004-index.html
38081,1129096,INFITECH VENTURES INC,10-Q,2018-03-19,edgar/data/1129096/0001062993-18-001248.txt,edgar/data/1129096/0001062993-18-001248-index.html
39012,1133470,CALAVO GROWERS INC,10-Q,2018-03-09,edgar/data/1133470/0001558370-18-001816.txt,edgar/data/1133470/0001558370-18-001816-index.html
39089,1133798,"TX Holdings, Inc.",10-Q,2018-01-31,edgar/data/1133798/0001437749-18-001363.txt,edgar/data/1133798/0001437749-18-001363-index.html
39208,1134982,PREVENTION INSURANCE COM INC,10-Q,2018-03-19,edgar/data/1134982/0001213900-18-003128.txt,edgar/data/1134982/0001213900-18-003128-index.html
39398,1136294,GLOBAL POWER EQUIPMENT GROUP INC.,10-Q,2018-01-31,edgar/data/1136294/0001558370-18-000349.txt,edgar/data/1136294/0001558370-18-000349-index.html
39561,1137005,"CURATIVE BIOSCIENCES, INC.",10-Q,2018-03-07,edgar/data/1137005/0001493152-18-003000.txt,edgar/data/1137005/0001493152-18-003000-index.html
39562,1137005,"CURATIVE BIOSCIENCES, INC.",10-Q,2018-03-07,edgar/data/1137005/0001493152-18-003001.txt,edgar/data/1137005/0001493152-18-003001-index.html
39702,1137411,ROCKWELL COLLINS INC,10-Q,2018-01-26,edgar/data/1137411/0001137411-18-000021.txt,edgar/data/1137411/0001137411-18-000021-index.html
39903,1137789,Seagate Technology plc,10-Q,2018-01-29,edgar/data/1137789/0001193125-18-023592.txt,edgar/data/1137789/0001193125-18-023592-index.html
40053,1138723,ACCURAY INC,10-Q,2018-02-05,edgar/data/1138723/0001104659-18-006339.txt,edgar/data/1138723/0001104659-18-006339-index.html
40105,1138978,"Novo Integrated Sciences, Inc.",10-Q,2018-01-12,edgar/data/1138978/0001493152-18-000494.txt,edgar/data/1138978/0001493152-18-000494-index.html
40355,1140310,"EnSync, Inc.",10-Q,2018-02-13,edgar/data/1140310/0001144204-18-007957.txt,edgar/data/1140310/0001144204-18-007957-index.html
40496,1140859,AMERISOURCEBERGEN CORP,10-Q,2018-02-06,edgar/data/1140859/0001140859-18-000008.txt,edgar/data/1140859/0001140859-18-000008-index.html
40863,1142129,First National Energy Corp.,10-Q,2018-01-12,edgar/data/1142129/0001493152-18-000499.txt,edgar/data/1142129/0001493152-18-000499-index.html
41021,1142790,"TAURIGA SCIENCES, INC.",10-Q,2018-02-12,edgar/data/1142790/0001493152-18-001877.txt,edgar/data/1142790/0001493152-18-001877-index.html
41308,1143513,GLADSTONE CAPITAL CORP,10-Q,2018-02-05,edgar/data/1143513/0001193125-18-032136.txt,edgar/data/1143513/0001193125-18-032136-index.html
41350,1144215,ACUITY BRANDS INC,10-Q,2018-01-09,edgar/data/1144215/0001144215-18-000006.txt,edgar/data/1144215/0001144215-18-000006-index.html
41656,1145255,HENNESSY ADVISORS INC,10-Q,2018-01-25,edgar/data/1145255/0001193125-18-019738.txt,edgar/data/1145255/0001193125-18-019738-index.html
41989,1156445,WNC HOUSING TAX CREDIT FUND VI LP SERIES 9,10-Q,2018-02-14,edgar/data/1156445/0001654954-18-001517.txt,edgar/data/1156445/0001654954-18-001517-index.html
41990,1156815,WNC HOUSING TAX CREDIT FUND VI LP SERIES 10,10-Q,2018-02-06,edgar/data/1156815/0001654954-18-001114.txt,edgar/data/1156815/0001654954-18-001114-index.html
42011,1157075,"PharmaCyte Biotech, Inc.",10-Q,2018-03-19,edgar/data/1157075/0001683168-18-000720.txt,edgar/data/1157075/0001683168-18-000720-index.html
42030,1157408,K12 INC,10-Q,2018-01-26,edgar/data/1157408/0001558370-18-000255.txt,edgar/data/1157408/0001558370-18-000255-index.html
42294,1158172,"COMSCORE, INC.",10-Q,2018-03-23,edgar/data/1158172/0001158172-18-000051.txt,edgar/data/1158172/0001158172-18-000051-index.html
42295,1158172,"COMSCORE, INC.",10-Q,2018-03-23,edgar/data/1158172/0001158172-18-000052.txt,edgar/data/1158172/0001158172-18-000052-index.html
42296,1158172,"COMSCORE, INC.",10-Q,2018-03-23,edgar/data/1158172/0001158172-18-000053.txt,edgar/data/1158172/0001158172-18-000053-index.html
42377,1158420,CHINA HGS REAL ESTATE INC.,10-Q,2018-02-12,edgar/data/1158420/0001144204-18-007071.txt,edgar/data/1158420/0001144204-18-007071-index.html
42471,1158780,PLURISTEM THERAPEUTICS INC,10-Q,2018-02-06,edgar/data/1158780/0001178913-18-000390.txt,edgar/data/1158780/0001178913-18-000390-index.html
43687,1164256,"DAYBREAK OIL & GAS, INC.",10-Q,2018-01-12,edgar/data/1164256/0001515971-18-000014.txt,edgar/data/1164256/0001515971-18-000014-index.html
43896,1164888,KYTO BIOPHARMA INC,10-Q,2018-02-14,edgar/data/1164888/0001654954-18-001545.txt,edgar/data/1164888/0001654954-18-001545-index.html
43934,1165320,GB SCIENCES INC,10-Q,2018-02-14,edgar/data/1165320/0001445866-18-000170.txt,edgar/data/1165320/0001445866-18-000170-index.html
44864,1169561,COMMVAULT SYSTEMS INC,10-Q,2018-01-25,edgar/data/1169561/0001169561-18-000006.txt,edgar/data/1169561/0001169561-18-000006-index.html
45058,1170010,CARMAX INC,10-Q,2018-01-04,edgar/data/1170010/0001170010-18-000007.txt,edgar/data/1170010/0001170010-18-000007-index.html
45280,1171155,"RADIANT LOGISTICS, INC",10-Q,2018-02-08,edgar/data/1171155/0001564590-18-001702.txt,edgar/data/1171155/0001564590-18-001702-index.html
45627,1172298,Petro River Oil Corp.,10-Q,2018-03-26,edgar/data/1172298/0001654954-18-003133.txt,edgar/data/1172298/0001654954-18-003133-index.html
45715,1173204,Cinedigm Corp.,10-Q,2018-02-14,edgar/data/1173204/0001628280-18-001674.txt,edgar/data/1173204/0001628280-18-001674-index.html
45740,1173281,Ohr Pharmaceutical Inc,10-Q,2018-02-14,edgar/data/1173281/0001387131-18-000667.txt,edgar/data/1173281/0001387131-18-000667-index.html
45781,1173431,TD AMERITRADE HOLDING CORP,10-Q,2018-02-08,edgar/data/1173431/0001173431-18-000008.txt,edgar/data/1173431/0001173431-18-000008-index.html
46466,1175680,CytoDyn Inc.,10-Q,2018-01-08,edgar/data/1175680/0001193125-18-005990.txt,edgar/data/1175680/0001193125-18-005990-index.html
46593,1176309,ORAMED PHARMACEUTICALS INC.,10-Q,2018-01-11,edgar/data/1176309/0001213900-18-000390.txt,edgar/data/1176309/0001213900-18-000390-index.html
46811,1177135,ST JOSEPH INC,10-Q,2018-03-15,edgar/data/1177135/0001493152-18-003413.txt,edgar/data/1177135/0001493152-18-003413-index.html
46928,1177648,ENANTA PHARMACEUTICALS INC,10-Q,2018-02-09,edgar/data/1177648/0001564590-18-001764.txt,edgar/data/1177648/0001564590-18-001764-index.html
46977,1177845,XPLORE TECHNOLOGIES CORP,10-Q,2018-02-13,edgar/data/1177845/0001185185-18-000195.txt,edgar/data/1177845/0001185185-18-000195-index.html
47624,1180145,Cardiovascular Systems Inc,10-Q,2018-02-09,edgar/data/1180145/0001180145-18-000012.txt,edgar/data/1180145/0001180145-18-000012-index.html
48091,1181749,"Granite Falls Energy, LLC",10-Q,2018-03-19,edgar/data/1181749/0001181749-18-000010.txt,edgar/data/1181749/0001181749-18-000010-index.html
48319,1182737,DAKOTA TERRITORY RESOURCE CORP,10-Q,2018-02-12,edgar/data/1182737/0001078782-18-000130.txt,edgar/data/1182737/0001078782-18-000130-index.html
50648,1190370,INNOVATIVE DESIGNS INC,10-Q,2018-03-16,edgar/data/1190370/0001615774-18-001934.txt,edgar/data/1190370/0001615774-18-001934-index.html
53768,12040,FLANIGANS ENTERPRISES INC,10-Q,2018-02-13,edgar/data/12040/0001174947-18-000200.txt,edgar/data/12040/0001174947-18-000200-index.html
54409,1206942,GOLDEN GRAIN ENERGY,10-Q,2018-03-15,edgar/data/1206942/0001206942-18-000006.txt,edgar/data/1206942/0001206942-18-000006-index.html
54475,1207074,VIRTUSA CORP,10-Q,2018-02-08,edgar/data/1207074/0001104659-18-007521.txt,edgar/data/1207074/0001104659-18-007521-index.html
55438,1211211,Median Group Inc,10-Q,2018-03-23,edgar/data/1211211/0001642863-18-000001.txt,edgar/data/1211211/0001642863-18-000001-index.html
56755,1216752,PIONEER FINANCIAL SERVICES INC,10-Q,2018-02-12,edgar/data/1216752/0001216752-18-000009.txt,edgar/data/1216752/0001216752-18-000009-index.html
58042,1221554,3Power Energy Group Inc.,10-Q,2018-03-06,edgar/data/1221554/0001144204-18-012995.txt,edgar/data/1221554/0001144204-18-012995-index.html
58144,1222333,SPDR GOLD TRUST,10-Q,2018-02-06,edgar/data/1222333/0001193125-18-033287.txt,edgar/data/1222333/0001193125-18-033287-index.html
60938,1235468,LIQUIDITY SERVICES INC,10-Q,2018-02-01,edgar/data/1235468/0001628280-18-000829.txt,edgar/data/1235468/0001628280-18-000829-index.html
61279,1236997,COUNTERPATH CORP,10-Q,2018-03-13,edgar/data/1236997/0001062993-18-001189.txt,edgar/data/1236997/0001062993-18-001189-index.html
65122,1260221,TransDigm Group INC,10-Q,2018-02-07,edgar/data/1260221/0001260221-18-000014.txt,edgar/data/1260221/0001260221-18-000014-index.html
65413,1261654,UNIVERSAL TECHNICAL INSTITUTE INC,10-Q,2018-02-09,edgar/data/1261654/0001261654-18-000012.txt,edgar/data/1261654/0001261654-18-000012-index.html
65545,1262104,"MEI Pharma, Inc.",10-Q,2018-02-08,edgar/data/1262104/0001193125-18-035521.txt,edgar/data/1262104/0001193125-18-035521-index.html
65668,1262976,CIMPRESS N.V.,10-Q,2018-02-01,edgar/data/1262976/0001262976-18-000006.txt,edgar/data/1262976/0001262976-18-000006-index.html
66179,12659,H&R BLOCK INC,10-Q,2018-03-08,edgar/data/12659/0001574842-18-000007.txt,edgar/data/12659/0001574842-18-000007-index.html
66417,1267425,BOSTON CAPITAL TAX CREDIT FUND V LP,10-Q,2018-02-13,edgar/data/1267425/0001267425-18-000002.txt,edgar/data/1267425/0001267425-18-000002-index.html
67570,1273636,APPLIED GENETIC TECHNOLOGIES CORP,10-Q,2018-02-09,edgar/data/1273636/0001193125-18-037986.txt,edgar/data/1273636/0001193125-18-037986-index.html
68046,1275187,ANGIODYNAMICS INC,10-Q,2018-01-05,edgar/data/1275187/0001275187-18-000003.txt,edgar/data/1275187/0001275187-18-000003-index.html
68699,1278752,APOLLO INVESTMENT CORP,10-Q,2018-02-07,edgar/data/1278752/0001278752-18-000008.txt,edgar/data/1278752/0001278752-18-000008-index.html
70420,1286131,STONEMOR PARTNERS LP,10-Q,2018-01-25,edgar/data/1286131/0001286131-18-000005.txt,edgar/data/1286131/0001286131-18-000005-index.html
70536,1286459,ALL FOR ONE MEDIA CORP.,10-Q,2018-02-14,edgar/data/1286459/0001477932-18-000835.txt,edgar/data/1286459/0001477932-18-000835-index.html
70624,1286964,"Heron Lake BioEnergy, LLC",10-Q,2018-03-19,edgar/data/1286964/0001286964-18-000008.txt,edgar/data/1286964/0001286964-18-000008-index.html
70643,1287032,PROSPECT CAPITAL CORP,10-Q,2018-02-07,edgar/data/1287032/0001287032-18-000047.txt,edgar/data/1287032/0001287032-18-000047-index.html
71023,1288750,Timberline Resources Corp,10-Q,2018-01-26,edgar/data/1288750/0001052918-18-000014.txt,edgar/data/1288750/0001052918-18-000014-index.html
71154,1289308,EnerSys,10-Q,2018-02-07,edgar/data/1289308/0001289308-18-000008.txt,edgar/data/1289308/0001289308-18-000008-index.html
72252,1294250,"Rand Logistics, Inc.",10-Q,2018-02-15,edgar/data/1294250/0001294250-18-000001.txt,edgar/data/1294250/0001294250-18-000001-index.html
72576,1295947,"Prestige Brands Holdings, Inc.",10-Q,2018-02-01,edgar/data/1295947/0001295947-18-000007.txt,edgar/data/1295947/0001295947-18-000007-index.html
72846,1297341,Kentucky First Federal Bancorp,10-Q,2018-02-14,edgar/data/1297341/0001213900-18-001830.txt,edgar/data/1297341/0001213900-18-001830-index.html
72953,1297937,"PARKS AMERICA, INC",10-Q,2018-02-08,edgar/data/1297937/0001078782-18-000101.txt,edgar/data/1297937/0001078782-18-000101-index.html
73333,1299709,"BofI Holding, Inc.",10-Q,2018-01-30,edgar/data/1299709/0001299709-18-000010.txt,edgar/data/1299709/0001299709-18-000010-index.html
73508,1300734,"SHINECO, INC.",10-Q,2018-02-12,edgar/data/1300734/0001144204-18-007370.txt,edgar/data/1300734/0001144204-18-007370-index.html
73756,1301991,"SmartMetric, Inc.",10-Q,2018-02-09,edgar/data/1301991/0001615774-18-000975.txt,edgar/data/1301991/0001615774-18-000975-index.html
73797,1302215,"HOULIHAN LOKEY, INC.",10-Q,2018-02-07,edgar/data/1302215/0001302215-18-000004.txt,edgar/data/1302215/0001302215-18-000004-index.html
74176,1304161,"Pharma-Bio Serv, Inc.",10-Q,2018-03-19,edgar/data/1304161/0001654954-18-002767.txt,edgar/data/1304161/0001654954-18-002767-index.html
74194,1304280,Novelis Inc.,10-Q,2018-02-01,edgar/data/1304280/0001304280-18-000008.txt,edgar/data/1304280/0001304280-18-000008-index.html
74236,1304492,"pdvWireless, Inc.",10-Q,2018-02-06,edgar/data/1304492/0001304492-18-000011.txt,edgar/data/1304492/0001304492-18-000011-index.html
74264,1304730,HARTFORD RETIREMENT NETWORK CORP.,10-Q,2018-02-20,edgar/data/1304730/0001493152-18-002375.txt,edgar/data/1304730/0001493152-18-002375-index.html
74882,1308161,"TWENTY-FIRST CENTURY FOX, INC.",10-Q,2018-02-08,edgar/data/1308161/0001564590-18-001566.txt,edgar/data/1308161/0001564590-18-001566-index.html
74957,1308547,"Dolby Laboratories, Inc.",10-Q,2018-01-31,edgar/data/1308547/0001628280-18-000762.txt,edgar/data/1308547/0001628280-18-000762-index.html
75103,1309057,"China Health Industries Holdings, Inc.",10-Q,2018-02-09,edgar/data/1309057/0001062993-18-000524.txt,edgar/data/1309057/0001062993-18-000524-index.html
75106,1309082,"CAMBER ENERGY, INC.",10-Q,2018-02-14,edgar/data/1309082/0001580695-18-000102.txt,edgar/data/1309082/0001580695-18-000102-index.html
75436,1310630,"Trafalgar Resources, Inc.",10-Q,2018-02-14,edgar/data/1310630/0001548123-18-000016.txt,edgar/data/1310630/0001548123-18-000016-index.html
75626,1311538,Castle Brands Inc,10-Q,2018-02-09,edgar/data/1311538/0001493152-18-001675.txt,edgar/data/1311538/0001493152-18-001675-index.html
75690,1311735,FBEC Worldwide Inc.,10-Q,2018-02-05,edgar/data/1311735/0001683168-18-000311.txt,edgar/data/1311735/0001683168-18-000311-index.html
75691,1311735,FBEC Worldwide Inc.,10-Q,2018-02-05,edgar/data/1311735/0001683168-18-000313.txt,edgar/data/1311735/0001683168-18-000313-index.html
75735,1312073,"VERIFONE SYSTEMS, INC.",10-Q,2018-03-09,edgar/data/1312073/0001312073-18-000007.txt,edgar/data/1312073/0001312073-18-000007-index.html
76049,1314052,ANAVEX LIFE SCIENCES CORP.,10-Q,2018-02-07,edgar/data/1314052/0001615774-18-000934.txt,edgar/data/1314052/0001615774-18-000934-index.html
76059,1314102,pSivida Corp.,10-Q,2018-02-08,edgar/data/1314102/0001193125-18-036206.txt,edgar/data/1314102/0001193125-18-036206-index.html
76779,1316644,"AeroGrow International, Inc.",10-Q,2018-02-13,edgar/data/1316644/0001185185-18-000208.txt,edgar/data/1316644/0001185185-18-000208-index.html
76842,1316898,"JAMBA, INC.",10-Q,2018-03-15,edgar/data/1316898/0001564590-18-005828.txt,edgar/data/1316898/0001564590-18-005828-index.html
76843,1316898,"JAMBA, INC.",10-Q,2018-03-15,edgar/data/1316898/0001564590-18-005842.txt,edgar/data/1316898/0001564590-18-005842-index.html
76844,1316898,"JAMBA, INC.",10-Q,2018-03-15,edgar/data/1316898/0001564590-18-005864.txt,edgar/data/1316898/0001564590-18-005864-index.html
77667,1319161,Warner Music Group Corp.,10-Q,2018-02-02,edgar/data/1319161/0001564590-18-001237.txt,edgar/data/1319161/0001564590-18-001237-index.html
78063,1321228,"WNC Housing Tax Credit Fund VI, L.P., Series 13",10-Q,2018-02-14,edgar/data/1321228/0001654954-18-001516.txt,edgar/data/1321228/0001654954-18-001516-index.html
78188,1321741,GLADSTONE INVESTMENT CORPORATION\DE,10-Q,2018-02-06,edgar/data/1321741/0001193125-18-033299.txt,edgar/data/1321741/0001193125-18-033299-index.html
78854,1324948,RBC Bearings INC,10-Q,2018-02-06,edgar/data/1324948/0001615774-18-000920.txt,edgar/data/1324948/0001615774-18-000920-index.html
79100,1325740,"Advanced BioEnergy, LLC",10-Q,2018-02-05,edgar/data/1325740/0001564590-18-001336.txt,edgar/data/1325740/0001564590-18-001336-index.html
79334,1326205,"India Globalization Capital, Inc.",10-Q,2018-02-20,edgar/data/1326205/0001185185-18-000276.txt,edgar/data/1326205/0001185185-18-000276-index.html
79735,1327567,Palo Alto Networks Inc,10-Q,2018-02-27,edgar/data/1327567/0001327567-18-000006.txt,edgar/data/1327567/0001327567-18-000006-index.html
80031,1328598,CURRENCYSHARES EURO TRUST,10-Q,2018-03-12,edgar/data/1328598/0001193125-18-079386.txt,edgar/data/1328598/0001193125-18-079386-index.html
80079,1328792,TECHPRECISION CORP,10-Q,2018-02-13,edgar/data/1328792/0001144204-18-007986.txt,edgar/data/1328792/0001144204-18-007986-index.html
81254,1333519,Baying Ecological Holding Group Inc.,10-Q,2018-02-01,edgar/data/1333519/0001477932-18-000601.txt,edgar/data/1333519/0001477932-18-000601-index.html
81295,1333822,SemiLEDs Corp,10-Q,2018-01-12,edgar/data/1333822/0001564590-18-000430.txt,edgar/data/1333822/0001564590-18-000430-index.html
81388,1334325,"Coda Octopus Group, Inc.",10-Q,2018-03-19,edgar/data/1334325/0001493152-18-003544.txt,edgar/data/1334325/0001493152-18-003544-index.html
81480,1334589,Plyzer Technologies Inc.,10-Q,2018-02-16,edgar/data/1334589/0001393905-18-000063.txt,edgar/data/1334589/0001393905-18-000063-index.html
81535,1334933,URANIUM ENERGY CORP,10-Q,2018-03-12,edgar/data/1334933/0001279569-18-000420.txt,edgar/data/1334933/0001279569-18-000420-index.html
81655,1335493,"Provision Holding, Inc.",10-Q,2018-02-20,edgar/data/1335493/0001213900-18-002128.txt,edgar/data/1335493/0001213900-18-002128-index.html
81969,1337068,"Magyar Bancorp, Inc.",10-Q,2018-02-12,edgar/data/1337068/0001174947-18-000183.txt,edgar/data/1337068/0001174947-18-000183-index.html
82426,1339947,Viacom Inc.,10-Q,2018-02-08,edgar/data/1339947/0001339947-18-000009.txt,edgar/data/1339947/0001339947-18-000009-index.html
82863,1341439,ORACLE CORP,10-Q,2018-03-21,edgar/data/1341439/0001193125-18-090646.txt,edgar/data/1341439/0001193125-18-090646-index.html
82914,1341726,"GULFSLOPE ENERGY, INC.",10-Q,2018-02-14,edgar/data/1341726/0001580695-18-000101.txt,edgar/data/1341726/0001580695-18-000101-index.html
82985,1342287,General Finance CORP,10-Q,2018-02-06,edgar/data/1342287/0001193125-18-032991.txt,edgar/data/1342287/0001193125-18-032991-index.html
83036,1342423,Limoneira CO,10-Q,2018-03-08,edgar/data/1342423/0001144204-18-013608.txt,edgar/data/1342423/0001144204-18-013608-index.html
83169,1343009,Cannabics Pharmaceuticals Inc.,10-Q,2018-01-16,edgar/data/1343009/0001683168-18-000132.txt,edgar/data/1343009/0001683168-18-000132-index.html
83708,1346022,Enertopia Corp.,10-Q,2018-01-10,edgar/data/1346022/0001062993-18-000101.txt,edgar/data/1346022/0001062993-18-000101-index.html
83975,1347491,DIAMOND CARTEL INC,10-Q,2018-03-16,edgar/data/1347491/0001437749-18-004872.txt,edgar/data/1347491/0001437749-18-004872-index.html
84130,1348334,BARRACUDA NETWORKS INC,10-Q,2018-01-09,edgar/data/1348334/0001628280-18-000227.txt,edgar/data/1348334/0001628280-18-000227-index.html
84179,1348362,Lexaria Bioscience Corp.,10-Q,2018-01-12,edgar/data/1348362/0001062993-18-000142.txt,edgar/data/1348362/0001062993-18-000142-index.html
